section,department,agency,subagency_name,subagency_acronym,acronyms_mentioned,agencies_mentioned,racialized_terms,text
HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,HHS,HHS,"c(""race"", ""equity"")","Radical actors inside and outside government are promoting harmful identity politics that replaces biological sex with subjective notions of “gender identity” and bases a person’s worth on his or her race, sex, or other identities. This destructive dogma, under the guise of “equity,” threatens American’s fundamental liberties as well as the health and well-being of children and adults alike. The next Secretary must ensure that HHS programs protect children’s minds and bodies and that HHS programs respect parents’ basic right to direct the upbringing, education, and care of their children."
HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,HHS,HHS,"c(""race"", ""equity"")","Radical actors inside and outside government are promoting harmful identity politics that replaces biological sex with subjective notions of “gender identity” and bases a person’s worth on his or her race, sex, or other identities. This destructive dogma, under the guise of “equity,” threatens American’s fundamental liberties as well as the health and well-being of children and adults alike. The next Secretary must ensure that HHS programs protect children’s minds and bodies and that HHS programs respect parents’ basic right to direct the upbringing, education, and care of their children."
HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,HHS,HHS,"c(""race"", ""equity"")","Radical actors inside and outside government are promoting harmful identity politics that replaces biological sex with subjective notions of “gender identity” and bases a person’s worth on his or her race, sex, or other identities. This destructive dogma, under the guise of “equity,” threatens American’s fundamental liberties as well as the health and well-being of children and adults alike. The next Secretary must ensure that HHS programs protect children’s minds and bodies and that HHS programs respect parents’ basic right to direct the upbringing, education, and care of their children."
HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,HHS,HHS,"c(""race"", ""equity"")","Radical actors inside and outside government are promoting harmful identity politics that replaces biological sex with subjective notions of “gender identity” and bases a person’s worth on his or her race, sex, or other identities. This destructive dogma, under the guise of “equity,” threatens American’s fundamental liberties as well as the health and well-being of children and adults alike. The next Secretary must ensure that HHS programs protect children’s minds and bodies and that HHS programs respect parents’ basic right to direct the upbringing, education, and care of their children."
HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,HHS,HHS,"c(""race"", ""equity"")","Radical actors inside and outside government are promoting harmful identity politics that replaces biological sex with subjective notions of “gender identity” and bases a person’s worth on his or her race, sex, or other identities. This destructive dogma, under the guise of “equity,” threatens American’s fundamental liberties as well as the health and well-being of children and adults alike. The next Secretary must ensure that HHS programs protect children’s minds and bodies and that HHS programs respect parents’ basic right to direct the upbringing, education, and care of their children."
NATIONAL INSTITUTES OF HEALTH,DEPARTMENT OF HEALTH AND HUMAN SERVICES,NIH,NATIONAL INSTITUTES OF HEALTH,NIH,NIH,NIH,"c(""woke"", ""civil rights"", ""discrimination"", ""equity"", ""diversity"", ""inclusion"")","Woke Policies. Under Francis Collins, NIH became so focused on the #MeToo movement that it refused to sponsor scientific conferences unless there were a certain number of women panelists, which violates federal civil rights law against sex discrimination. This quota practice should be ended, and the NIH Office of Equity, Diversity, and Inclusion, which pushes such unlawful actions, should be abolished."
HHS/CMS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,CENTERS FOR MEDICARE AND MEDICAID SERVICES,CMS,NULL,NULL,"c(""discriminate"", ""discrimination"")","Additionally, California has announced that it will discriminate against pharmacies that do not carry chemical abortion drugs outside of California. California’s discrimination takes the form of cutting state contracts with such pharmacies and clearly violates the Weldon Amendment. The violation should likewise face the penalties discussed above."
HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,HHS,HHS,"c(""civil rights"", ""discrimination"", ""race"", ""color"")","Radical Redefinition of Sex. On August 4, 2022, HHS published a proposed rule entitled “Nondiscrimination in Health Programs and Activities.”58 This rule addresses nondiscrimination provisions of the Affordable Care Act, known as Section 1557, which is enforced by the Office for Civil Rights and the Centers for Medicare and Medicaid Services. Section 1557 prohibits discrimination on the basis of race, color, national origin, age, disability, and sex in covered health programs or activities."
HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,HHS,HHS,"c(""civil rights"", ""discrimination"", ""race"", ""color"")","Radical Redefinition of Sex. On August 4, 2022, HHS published a proposed rule entitled “Nondiscrimination in Health Programs and Activities.”58 This rule addresses nondiscrimination provisions of the Affordable Care Act, known as Section 1557, which is enforced by the Office for Civil Rights and the Centers for Medicare and Medicaid Services. Section 1557 prohibits discrimination on the basis of race, color, national origin, age, disability, and sex in covered health programs or activities."
HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,HHS,HHS,"c(""civil rights"", ""discrimination"", ""race"", ""color"")","Radical Redefinition of Sex. On August 4, 2022, HHS published a proposed rule entitled “Nondiscrimination in Health Programs and Activities.”58 This rule addresses nondiscrimination provisions of the Affordable Care Act, known as Section 1557, which is enforced by the Office for Civil Rights and the Centers for Medicare and Medicaid Services. Section 1557 prohibits discrimination on the basis of race, color, national origin, age, disability, and sex in covered health programs or activities."
HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,HHS,HHS,"c(""civil rights"", ""discrimination"", ""race"", ""color"")","Radical Redefinition of Sex. On August 4, 2022, HHS published a proposed rule entitled “Nondiscrimination in Health Programs and Activities.”58 This rule addresses nondiscrimination provisions of the Affordable Care Act, known as Section 1557, which is enforced by the Office for Civil Rights and the Centers for Medicare and Medicaid Services. Section 1557 prohibits discrimination on the basis of race, color, national origin, age, disability, and sex in covered health programs or activities."
HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,HHS,HHS,"c(""civil rights"", ""discrimination"", ""race"", ""color"")","Radical Redefinition of Sex. On August 4, 2022, HHS published a proposed rule entitled “Nondiscrimination in Health Programs and Activities.”58 This rule addresses nondiscrimination provisions of the Affordable Care Act, known as Section 1557, which is enforced by the Office for Civil Rights and the Centers for Medicare and Medicaid Services. Section 1557 prohibits discrimination on the basis of race, color, national origin, age, disability, and sex in covered health programs or activities."
HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,DEPARTMENT OF HEALTH AND HUMAN SERVICES,HHS,HHS,HHS,"c(""civil rights"", ""discrimination"", ""race"", ""color"")","Radical Redefinition of Sex. On August 4, 2022, HHS published a proposed rule entitled “Nondiscrimination in Health Programs and Activities.”58 This rule addresses nondiscrimination provisions of the Affordable Care Act, known as Section 1557, which is enforced by the Office for Civil Rights and the Centers for Medicare and Medicaid Services. Section 1557 prohibits discrimination on the basis of race, color, national origin, age, disability, and sex in covered health programs or activities."
